Workclass,Education,Education-Num,Marital Status,Occupation,Relationship,Race,Sex,Hours per week,Country,Target,Age,Capital Gain,Capital Loss,age_binary
Private,Assoc-voc,11,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K,28,0,0,0
Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,48,United-States,>50K,32,0,1848,0
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,35,United-States,>50K,46,15024,0,1
Private,Masters,14,Never-married,Priv-house-serv,Not-in-family,White,Female,45,,<=50K,55,0,0,1
Federal-gov,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,65,0,0,1
Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,50,Canada,>50K,67,0,0,1
Private,Assoc-acdm,12,Never-married,Craft-repair,Own-child,Black,Female,40,United-States,<=50K,37,0,0,0
Self-emp-inc,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,<=50K,33,0,0,0
Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K,63,0,0,1
Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,60,United-States,<=50K,61,0,0,1
Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,35,United-States,<=50K,32,0,0,0
Local-gov,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,>50K,54,0,1887,1
Private,Bachelors,13,Never-married,Sales,Own-child,White,Female,20,United-States,<=50K,26,0,0,0
Private,11th,7,Divorced,Other-service,Unmarried,White,Female,20,United-States,<=50K,50,0,0,1
Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K,43,0,0,1
Self-emp-not-inc,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,50,United-States,<=50K,34,0,0,0
Self-emp-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,20,United-States,<=50K,17,0,0,0
Private,7th-8th,4,Divorced,Craft-repair,Not-in-family,White,Male,60,United-States,<=50K,71,0,0,1
Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,<=50K,14,0,0,0
Private,Assoc-acdm,12,Never-married,Sales,Not-in-family,Black,Male,40,,<=50K,17,0,0,0
Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,24,United-States,>50K,23,0,0,0
Private,HS-grad,9,Never-married,Sales,Own-child,White,Male,55,United-States,<=50K,49,0,0,1
Local-gov,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,25,United-States,<=50K,31,0,0,0
Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,40,United-States,<=50K,39,0,0,0
Private,Bachelors,13,Widowed,Machine-op-inspct,Unmarried,White,Female,40,,<=50K,57,0,0,1
Private,Some-college,10,Widowed,Adm-clerical,Unmarried,White,Female,30,United-States,<=50K,55,0,0,1
Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,35,United-States,<=50K,58,0,0,1
Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,20,United-States,>50K,51,0,0,1
Private,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,>50K,20,7688,0,0
Private,HS-grad,9,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Male,40,Japan,<=50K,46,0,0,1
State-gov,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,>50K,35,0,0,0
Private,7th-8th,4,Divorced,Handlers-cleaners,Own-child,White,Male,40,United-States,<=50K,22,0,0,0
Private,HS-grad,9,Separated,Other-service,Not-in-family,White,Female,26,United-States,<=50K,47,0,0,1
Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K,19,0,0,0
Self-emp-not-inc,Bachelors,13,Widowed,Prof-specialty,Not-in-family,White,Female,3,Hungary,<=50K,16,0,1668,0
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,<=50K,13,0,0,0
Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,45,United-States,<=50K,66,0,0,1
Self-emp-not-inc,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,25,United-States,<=50K,46,0,0,1
State-gov,Some-college,10,Never-married,Other-service,Own-child,Amer-Indian-Eskimo,Male,84,United-States,<=50K,60,0,0,1
,HS-grad,9,Never-married,,Other-relative,Asian-Pac-Islander,Female,20,South,<=50K,44,0,0,1
Private,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,<=50K,14,0,0,0
Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,60,United-States,<=50K,58,0,0,1
Private,7th-8th,4,Never-married,Handlers-cleaners,Other-relative,White,Male,25,United-States,<=50K,30,0,0,0
Federal-gov,HS-grad,9,Never-married,Adm-clerical,Own-child,Black,Female,36,United-States,<=50K,13,0,0,0
Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,Black,Male,22,United-States,<=50K,43,0,0,1
Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,30,United-States,<=50K,28,0,0,0
Local-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K,63,0,0,1
State-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,18,0,0,0
Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,<=50K,64,0,0,1
Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,45,United-States,<=50K,51,0,0,1
Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,17,0,0,0
Private,Assoc-voc,11,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K,12,0,1669,0
Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Black,Female,56,United-States,>50K,24,0,0,0
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,54,7688,0,1
Private,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Female,40,United-States,<=50K,11,0,0,0
,Some-college,10,Married-civ-spouse,,Husband,White,Male,40,United-States,>50K,25,0,0,0
Local-gov,Some-college,10,Never-married,Prof-specialty,Not-in-family,Black,Female,40,United-States,<=50K,59,0,0,1
Private,Assoc-voc,11,Never-married,Craft-repair,Own-child,White,Male,40,United-States,>50K,55,0,0,1
Private,11th,7,Married-civ-spouse,Other-service,Wife,White,Female,43,United-States,<=50K,15,0,0,0
Private,12th,8,Divorced,Machine-op-inspct,Not-in-family,White,Female,40,United-States,<=50K,15,0,0,0
Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Wife,White,Female,15,United-States,>50K,51,0,0,1
Federal-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,>50K,29,0,0,0
Private,5th-6th,3,Never-married,Priv-house-serv,Unmarried,White,Female,12,Mexico,<=50K,26,0,0,0
Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,25,Cuba,<=50K,68,0,0,1
Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,20,United-States,<=50K,17,0,0,0
Private,HS-grad,9,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,30,United-States,<=50K,32,0,0,0
Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,>50K,17,0,1902,0
Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,Iran,>50K,41,0,0,0
Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,<=50K,48,0,0,1
Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,47,10605,0,1
Private,HS-grad,9,Never-married,Craft-repair,Unmarried,White,Female,40,Puerto-Rico,<=50K,68,0,0,1
Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,>50K,64,0,0,1
Private,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,35,United-States,>50K,27,0,0,0
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,15,United-States,<=50K,21,0,0,0
Private,11th,7,Never-married,Transport-moving,Not-in-family,White,Male,65,United-States,<=50K,35,0,0,0
Private,Some-college,10,Never-married,Other-service,Own-child,White,Male,20,United-States,<=50K,67,0,0,1
Private,11th,7,Never-married,Prof-specialty,Unmarried,White,Female,30,Puerto-Rico,<=50K,67,0,0,1
Private,Bachelors,13,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,38,,<=50K,73,0,0,1
Local-gov,Bachelors,13,Divorced,Other-service,Not-in-family,White,Male,30,United-States,<=50K,72,0,0,1
Private,Assoc-acdm,12,Divorced,Transport-moving,Not-in-family,White,Male,55,United-States,<=50K,20,0,0,0
Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Own-child,White,Male,40,United-States,<=50K,71,0,0,1
Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,>50K,18,0,2415,0
Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,<=50K,54,0,0,1
Local-gov,Some-college,10,Married-civ-spouse,Transport-moving,Husband,Black,Male,40,United-States,<=50K,30,0,0,0
Federal-gov,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,42,United-States,>50K,68,0,0,1
Private,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,40,United-States,<=50K,44,0,0,1
Self-emp-not-inc,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,40,United-States,<=50K,36,0,0,0
Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,55,United-States,<=50K,60,0,0,1
Local-gov,Bachelors,13,Divorced,Protective-serv,Not-in-family,Black,Male,50,United-States,>50K,18,0,0,0
Private,Masters,14,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,>50K,34,15024,0,0
Private,HS-grad,9,Never-married,Other-service,Own-child,White,Female,13,United-States,<=50K,40,0,0,0
Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,>50K,44,0,0,1
Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,40,United-States,<=50K,28,0,0,0
Private,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,2,United-States,<=50K,57,0,0,1
Private,Assoc-acdm,12,Never-married,Handlers-cleaners,Own-child,White,Male,30,United-States,<=50K,49,0,0,1
Private,HS-grad,9,Widowed,Other-service,Not-in-family,White,Male,17,United-States,<=50K,41,0,0,0
Private,HS-grad,9,Married-civ-spouse,Tech-support,Other-relative,White,Male,40,United-States,<=50K,57,0,0,1
Private,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,>50K,13,0,0,0
Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,<=50K,42,0,0,0
Private,HS-grad,9,Divorced,Other-service,Unmarried,White,Female,40,United-States,<=50K,33,0,0,0
Private,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,35,United-States,<=50K,19,0,0,0
Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,50,United-States,<=50K,55,0,1590,1
Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,<=50K,24,0,0,0
Private,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Male,50,United-States,>50K,69,99999,0,1
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K,57,0,0,1
Private,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K,41,0,0,0
Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,>50K,15,7688,0,0
Private,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,42,United-States,>50K,55,7688,0,1
Self-emp-not-inc,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,28,United-States,<=50K,30,0,0,0
Local-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,52,United-States,>50K,29,0,0,0
State-gov,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,United-States,>50K,53,3103,0,1
,HS-grad,9,Widowed,,Not-in-family,White,Female,25,United-States,<=50K,33,0,0,0
Private,Assoc-voc,11,Never-married,Other-service,Own-child,White,Female,40,United-States,<=50K,32,0,0,0
Private,Some-college,10,Never-married,Farming-fishing,Own-child,White,Male,40,United-States,<=50K,65,0,0,1
Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,17,0,0,0
Private,HS-grad,9,Divorced,Sales,Own-child,White,Male,38,United-States,<=50K,18,0,0,0
Private,Bachelors,13,Divorced,Adm-clerical,Unmarried,White,Female,35,United-States,>50K,44,4687,0,1
Private,Some-college,10,Never-married,Sales,Unmarried,Black,Female,40,United-States,<=50K,64,0,0,1
Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,50,United-States,>50K,70,0,0,1
Private,HS-grad,9,Never-married,Sales,Own-child,White,Female,40,United-States,<=50K,50,0,0,1
Private,Some-college,10,Never-married,Other-service,Own-child,White,Male,40,United-States,<=50K,37,0,0,0
Self-emp-inc,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K,17,0,0,0
Local-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,56,United-States,>50K,36,0,0,0
Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,54,0,0,1
Private,12th,8,Never-married,Adm-clerical,Own-child,White,Female,30,United-States,<=50K,27,0,0,0
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,34,0,0,0
Private,Some-college,10,Never-married,Farming-fishing,Not-in-family,White,Male,28,United-States,<=50K,25,0,0,0
Private,Bachelors,13,Never-married,Exec-managerial,Unmarried,Black,Female,40,United-States,<=50K,13,0,0,0
Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,13,United-States,>50K,58,4386,0,1
Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States,<=50K,44,0,0,1
Private,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Female,40,Haiti,<=50K,14,0,0,0
Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,24,United-States,<=50K,37,0,0,0
Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,40,United-States,<=50K,19,0,0,0
Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,23,0,0,0
Self-emp-not-inc,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,45,United-States,<=50K,48,0,0,1
State-gov,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States,<=50K,20,0,0,0
Private,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,60,Puerto-Rico,<=50K,55,0,0,1
Self-emp-not-inc,HS-grad,9,Divorced,Farming-fishing,Not-in-family,White,Male,25,United-States,<=50K,52,0,0,1
Private,HS-grad,9,Widowed,Machine-op-inspct,Unmarried,White,Female,36,United-States,<=50K,52,0,0,1
Private,Assoc-voc,11,Never-married,Sales,Unmarried,Black,Female,6,United-States,<=50K,17,0,0,0
Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,<=50K,72,0,0,1
Private,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,<=50K,36,0,0,0
Local-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,>50K,24,0,0,0
Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,10,United-States,<=50K,51,0,0,1
Local-gov,HS-grad,9,Divorced,Farming-fishing,Not-in-family,White,Male,40,United-States,<=50K,65,0,0,1
Self-emp-inc,Assoc-acdm,12,Never-married,Sales,Own-child,White,Male,40,United-States,<=50K,45,0,0,1
Federal-gov,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,22,United-States,<=50K,47,0,0,1
Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,India,<=50K,43,0,0,1
Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,51,0,0,1
Private,HS-grad,9,Never-married,Sales,Other-relative,Black,Male,40,,<=50K,14,0,0,0
Self-emp-inc,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K,52,0,0,1
Local-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,>50K,22,0,0,0
Federal-gov,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,35,Puerto-Rico,<=50K,52,0,0,1
Private,HS-grad,9,Widowed,Sales,Unmarried,White,Female,20,United-States,<=50K,14,0,0,0
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,60,0,0,1
Private,Bachelors,13,Never-married,Other-service,Other-relative,White,Female,45,United-States,<=50K,54,0,0,1
Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,65,United-States,<=50K,34,0,0,0
Private,11th,7,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,50,United-States,<=50K,14,0,0,0
State-gov,11th,7,Divorced,Transport-moving,Unmarried,White,Female,52,United-States,<=50K,43,0,0,1
,11th,7,Never-married,,Not-in-family,Black,Female,40,United-States,<=50K,58,0,0,1
Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,<=50K,32,2829,0,0
Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,41,0,0,0
Private,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Female,36,United-States,<=50K,63,0,0,1
Private,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,40,United-States,>50K,35,0,0,0
Private,Masters,14,Never-married,Exec-managerial,Not-in-family,Other,Male,30,Cuba,<=50K,24,0,0,0
Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,71,0,0,1
Private,Some-college,10,Divorced,Handlers-cleaners,Unmarried,White,Female,40,United-States,<=50K,65,0,0,1
State-gov,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,55,United-States,<=50K,56,0,0,1
Private,Some-college,10,Never-married,Adm-clerical,Unmarried,Black,Female,40,United-States,<=50K,61,0,0,1
Private,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,<=50K,33,0,0,0
Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,23,0,0,0
Private,Some-college,10,Separated,Other-service,Not-in-family,White,Female,58,United-States,<=50K,66,0,0,1
Private,HS-grad,9,Widowed,Other-service,Other-relative,White,Female,25,United-States,<=50K,67,0,1719,1
,HS-grad,9,Never-married,,Own-child,White,Female,40,United-States,<=50K,55,0,0,1
Private,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,10,United-States,<=50K,52,0,0,1
Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K,68,0,0,1
Private,Some-college,10,Divorced,Sales,Not-in-family,White,Female,48,United-States,<=50K,29,0,0,0
Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,<=50K,57,0,0,1
Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,>50K,27,0,0,0
Private,Some-college,10,Separated,Other-service,Not-in-family,White,Male,28,Columbia,<=50K,44,0,0,1
Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,30,China,<=50K,60,0,0,1
Private,12th,8,Never-married,Other-service,Own-child,White,Male,15,United-States,<=50K,13,0,0,0
Federal-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,>50K,40,0,0,0
Self-emp-not-inc,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,50,United-States,>50K,41,0,0,0
Federal-gov,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,8,United-States,<=50K,34,0,0,0
Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,40,United-States,<=50K,32,2174,0,0
Private,HS-grad,9,Married-civ-spouse,Tech-support,Wife,Black,Female,38,United-States,<=50K,19,0,0,0
Private,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,40,United-States,<=50K,51,0,0,1
Local-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,>50K,35,3103,0,0
Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,>50K,65,14084,0,1
Private,1st-4th,2,Never-married,Handlers-cleaners,Not-in-family,White,Male,37,Mexico,<=50K,52,0,0,1
Private,12th,8,Married-spouse-absent,Transport-moving,Not-in-family,Black,Male,45,,<=50K,24,0,0,0
Private,Some-college,10,Never-married,Tech-support,Own-child,White,Male,40,United-States,<=50K,18,0,0,0
Private,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,<=50K,14,0,0,0
Private,5th-6th,3,Separated,Other-service,Not-in-family,White,Male,12,Italy,<=50K,66,0,0,1
Federal-gov,10th,6,Divorced,Other-service,Not-in-family,White,Female,37,United-States,<=50K,66,0,0,1
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,<=50K,63,2829,0,1
Private,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Male,40,United-States,<=50K,67,0,0,1
Private,HS-grad,9,Never-married,Craft-repair,Unmarried,White,Male,40,United-States,<=50K,17,0,0,0
Private,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Male,60,United-States,<=50K,38,0,0,0
State-gov,10th,6,Never-married,Other-service,Own-child,White,Male,30,United-States,<=50K,48,0,0,1
Private,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,45,United-States,<=50K,34,0,0,0
Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,>50K,22,0,1977,0
Private,5th-6th,3,Divorced,Machine-op-inspct,Unmarried,White,Female,40,United-States,<=50K,72,0,0,1
Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,37,United-States,<=50K,33,0,0,0
Self-emp-not-inc,HS-grad,9,Widowed,Other-service,Not-in-family,White,Male,20,United-States,<=50K,71,0,0,1
Private,Some-college,10,Never-married,Transport-moving,Not-in-family,White,Male,50,United-States,<=50K,67,0,0,1
Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States,<=50K,35,0,0,0
Private,Some-college,10,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,40,,<=50K,11,0,0,0
Private,Some-college,10,Never-married,Other-service,Own-child,Black,Male,40,United-States,<=50K,26,0,0,0
Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,35,United-States,>50K,66,0,0,1
Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,United-States,<=50K,31,0,0,0
Private,10th,6,Never-married,Sales,Own-child,White,Male,15,United-States,<=50K,38,0,0,0
Federal-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K,15,0,0,0
,HS-grad,9,Never-married,,Own-child,Black,Female,24,United-States,<=50K,35,0,0,0
Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,40,United-States,<=50K,44,0,0,1
Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,58,0,0,1
Private,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Male,40,United-States,<=50K,15,0,0,0
Federal-gov,Some-college,10,Never-married,Craft-repair,Unmarried,Amer-Indian-Eskimo,Male,40,United-States,<=50K,33,0,0,0
Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,32,Columbia,<=50K,13,0,0,0
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,64,0,0,1
Private,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,40,United-States,<=50K,35,0,0,0
Private,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,24,United-States,<=50K,67,0,0,1
Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,65,United-States,>50K,18,99999,0,0
,Some-college,10,Married-civ-spouse,,Husband,Asian-Pac-Islander,Male,60,United-States,>50K,22,0,0,0
Private,HS-grad,9,Never-married,Sales,Own-child,White,Male,40,United-States,<=50K,16,0,0,0
Private,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,50,United-States,>50K,24,14084,0,0
Private,HS-grad,9,Widowed,Adm-clerical,Not-in-family,Black,Female,40,United-States,<=50K,46,0,0,1
State-gov,Some-college,10,Never-married,Tech-support,Not-in-family,White,Male,13,United-States,<=50K,57,0,0,1
,5th-6th,3,Married-civ-spouse,,Husband,White,Male,40,Mexico,<=50K,18,0,0,0
Private,HS-grad,9,Never-married,Adm-clerical,Other-relative,White,Male,40,United-States,<=50K,49,0,0,1
Private,12th,8,Divorced,Other-service,Not-in-family,White,Female,40,United-States,<=50K,28,0,0,0
Private,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,40,Canada,<=50K,44,0,0,1
Private,HS-grad,9,Never-married,Other-service,Own-child,White,Male,40,United-States,<=50K,72,0,0,1
Private,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,44,0,0,1
Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,30,Peru,<=50K,44,0,0,1
Private,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,40,United-States,<=50K,13,0,0,0
Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,70,0,0,1
Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,50,United-States,<=50K,66,0,0,1
Private,HS-grad,9,Divorced,Other-service,Own-child,White,Male,40,United-States,<=50K,24,2174,0,0
Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,40,United-States,<=50K,15,0,0,0
Private,Some-college,10,Never-married,Sales,Own-child,White,Male,43,United-States,<=50K,62,0,0,1
Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,39,0,0,0
Local-gov,HS-grad,9,Never-married,Adm-clerical,Own-child,Black,Female,40,United-States,<=50K,65,0,0,1
Private,HS-grad,9,Married-AF-spouse,Craft-repair,Wife,Black,Female,42,United-States,>50K,62,0,0,1
Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,60,United-States,<=50K,27,0,0,0
Private,Bachelors,13,Never-married,Craft-repair,Own-child,White,Male,10,United-States,<=50K,56,0,0,1
Private,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,45,United-States,<=50K,50,0,0,1
Local-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,67,0,0,1
Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,46,United-States,>50K,70,0,0,1
Self-emp-not-inc,Assoc-acdm,12,Married-civ-spouse,Other-service,Husband,White,Male,40,Iran,<=50K,29,0,0,0
